source,target,value
JPN 493,MUP 493,0.9999998999999999
JPN 493,ARE 493,0.9999998999999999
JPN 493,MET 493,0.9999998999999999
JPN 493,CDE 493,0.9999998999999999
JPN 493,SGS 493,0.9999998999999999
JPN 493,MCE 493,0.9999998999999999
JST 459,SLC 459,0.9999998999999999
JST 459,ASB 220,0.83549345
JST 459,SLC 475,0.8275388000000001
JST 459,FMS 475,0.8275388000000001
JST 459,TSS 502,0.8012210999999999
JST 459,SLC 455,0.79903734
JUS 301,HCR 301,0.9149360999999999
JUS 301,COM 609,0.90120494
JUS 301,COM 508,0.8988334000000001
JUS 301,PUP 579,0.8976072
JUS 301,TWC 505,0.8952905999999999
JUS 301,HSE 290,0.8899259
JUS 394,DAH 194,1.0
JUS 394,DAH 294,1.0
JUS 394,FRE 194,1.0
JUS 394,FRE 294,1.0
JUS 394,RUS 294,1.0
JUS 394,ART 494,1.0
JUS 588,JUS 640,0.8007890999999999
JUS 588,SOC 365,0.7892647
JUS 588,MCO 530,0.78357035
JUS 588,ISS 514,0.77779233
JUS 588,MCO 366,0.76955754
JUS 588,JMC 366,0.76462185
KIN 484,LAW 784,1.0000002000000001
KIN 484,ESS 784,1.0000002000000001
KIN 484,SWG 584,1.0000002000000001
KIN 484,JST 484,1.0000002000000001
KIN 484,JMC 484,1.0000002000000001
KIN 484,MCO 584,1.0000002000000001
LAT 360,ENG 228,0.82949364
LAT 360,AST 114 (LAB),0.7716924
LAT 360,GPH 213,0.7561914000000001
LAT 360,PHY 111,0.7524046999999999
LAT 360,HIN 494,0.74681616
LAT 360,PUB 592,0.74667615
LAW 647,LAW 739,0.8547089
LAW 647,LAW 734,0.81785893
LAW 647,LAW 736,0.8099768
LAW 647,LAW 702,0.80503875
LAW 647,HCR 441,0.7969055
LAW 647,CON 496,0.79246974
LAW 739,ECN 450,0.8592950999999999
LAW 739,HCR 441,0.819544
LAW 739,REA 411,0.8153749
LAW 739,LES 411,0.8153749
LAW 739,CRJ 350,0.8113218000000001
LAW 739,POS 270,0.80905527
LDE 363,LDE 461,0.7240248
LDE 363,ARE 370,0.6973095
LDE 363,MET 461,0.69304013
LDE 363,LDE 521,0.6898483
LDE 363,LDE 462,0.67224777
LDE 363,SGS 311,0.6712549
LTC 446,LDE 461,0.8676783000000001
LTC 446,LDE 262,0.8125560000000001
LTC 446,LDE 261,0.81061137
LTC 446,LDE 361,0.79782176
LTC 446,LDE 521,0.78153324
LTC 446,LDE 522,0.77320814
MAE 242,MEE 472,0.89026445
MAE 242,SES 405,0.8640754
MAE 242,MSE 100,0.8308431999999999
MAE 242,PHS 540,0.8305618
MAE 242,MAE 504,0.82923996
MAE 242,APM 582,0.827285
MAE 494,FMP 394,1.0
MAE 494,FRE 194,1.0
MAE 494,FRE 294,1.0
MAE 494,RUS 194,1.0
MAE 494,DAH 294,1.0
MAE 494,RUS 294,1.0
MAE 524,CNE 213,0.8670540999999999
MAE 524,CEE 213,0.8670540999999999
MAE 524,MSE 540,0.85810304
MAE 524,MSE 442,0.85810304
MAE 524,MEE 322,0.8548809000000002
MAE 524,CON 221,0.85222226
MAS 494,FMP 394,1.0
MAS 494,ART 494,1.0
MAS 494,RUS 294,1.0
MAS 494,RUS 194,1.0
MAS 494,DAH 294,1.0
MAS 494,FRE 294,1.0
MAT 545,APM 506,0.8861433000000001
MAT 545,PHI 557,0.8750607
MAT 545,BME 350,0.8659971
MAT 545,BME 311,0.8659971
MAT 545,EED 537,0.85656816
MAT 545,APM 524,0.83803236
MCB 506,BIO 506,0.99999976
MCB 506,BIO 351,0.8009839
MCB 506,BIO 354 (LAB),0.79570913
MCB 506,PSY 526,0.7936583
MCB 506,PSY 426,0.7862107
MCB 506,BIO 318,0.7624214
MCE 598,HHE 598,1.0000001
MCE 598,SDO 598,1.0000001
MCE 598,ARE 598,1.0000001
MCE 598,MET 598,1.0000001
MCE 598,ELS 598,1.0000001
MCE 598,RDG 598,1.0000001
MCO 544,MCO 546,0.8030550999999999
MCO 544,ELS 501,0.77681184
MCO 544,MCO 570,0.7214714
MCO 544,TSS 501,0.71880186
MCO 544,MCO 550,0.7174008000000001
MCO 544,TSS 506,0.7143425999999999
MDL 440,IBC 611,0.85052526
MDL 440,MDL 460,0.8397459999999999
MDL 440,DNP 624,0.82606167
MDL 440,ASM 611,0.8192302
MDL 440,PBH 310,0.8184246999999999
MDL 440,MDL 450,0.81835544
MEE 340,MET 434,0.85187685
MEE 340,MET 432,0.83354384
MEE 340,EEE 731,0.79286253
MEE 340,MEE 491,0.7848742
MEE 340,MSE 502,0.78263545
MEE 340,EEE 537,0.7812538
MEE 441,SOS 534,0.80426997
MEE 441,SOS 574,0.77464795
MEE 441,GPH 409,0.7711053000000001
MEE 441,GPH 410,0.7711053000000001
MEE 441,ALT 360,0.7695786
MEE 441,EEE 564,0.7689744000000001
MEE 499,CDE 499,0.99999994
MEE 499,SOC 499,0.99999994
MEE 499,OMT 499,0.99999994
MEE 499,RDG 499,0.99999994
MEE 499,SED 499,0.99999994
MEE 499,MKT 499,0.99999994
MET 598,MET 599,0.6171893
MGT 584,MCO 584,1.0000002000000001
MGT 584,ARE 784,1.0000002000000001
MGT 584,HHE 584,1.0000002000000001
MGT 584,STP 584,1.0000002000000001
MGT 584,BUS 484,1.0000002000000001
MGT 584,RDG 684,1.0000002000000001
MHL 341,MHL 342,0.92839444
MHL 341,MHL 668,0.8362676
MHL 341,MUP 451,0.83497083
MHL 341,MHL 532,0.83097756
MHL 341,MUP 448,0.8257561
MHL 341,MUP 548,0.8257561
MHL 790,SED 690,0.99999976
MHL 790,MGT 790,0.99999976
MHL 790,ASM 790,0.99999976
MHL 790,PHS 790,0.99999976
MHL 790,MSE 690,0.99999976
MHL 790,RDG 690,0.99999976
MSE 356 (LAB),MSE 514,0.8132142
MSE 356 (LAB),MSE 420,0.8080663
MSE 356 (LAB),MSE 527,0.8075313000000001
MSE 356 (LAB),EEE 563,0.8049854000000001
MSE 356 (LAB),MSE 471,0.8018979
MSE 356 (LAB),MSE 517,0.79883766
MTC 433,MUP 543,0.86970735
MTC 433,MUP 443,0.8569753000000001
MTC 433,MTC 525,0.8460998
MTC 433,MUP 388,0.8410873999999999
MTC 433,MUP 476,0.8402398000000001
MTC 433,MUP 540,0.8370974
MTC 592,ART 592,0.99999994
MTC 592,SDO 592,0.99999994
MTC 592,RDG 692,0.99999994
MTC 592,HHE 592,0.99999994
MTC 592,RDG 592,0.99999994
MTC 592,ARE 692,0.99999994
MTE 498,ART 498,1.0000001
MTE 498,CIS 498,1.0
MTE 498,STP 498,1.0
MTE 498,SOS 498,1.0
MTE 498,CDE 498,1.0
MTE 498,POS 498,1.0
MUE 334,MUE 555,0.85927564
MUE 334,MUE 335,0.8178024
MUE 334,MUE 562,0.8036438
MUE 334,MUE 415,0.80083704
MUE 334,MUS 145,0.7965958000000001
MUE 334,MUE 564,0.7960423000000001
MUE 586,HCR 557,0.8264016
MUE 586,SHS 401,0.7790263000000001
MUE 586,SHS 501,0.7790263000000001
MUE 586,MUE 589,0.77619034
MUE 586,MUP 340,0.7742205
MUE 586,RUS 411,0.7707437
MUE 594,COM 594,0.9999998999999999
MUE 594,ATE 594,0.9999998999999999
MUE 594,PSB 594,0.9999998999999999
MUE 594,PUP 594,0.9999998999999999
MUE 594,MUP 594,0.9999998999999999
MUE 594,PSY 594,0.9999998999999999
MUP 272,MUP 370,0.91589284
MUP 272,MUP 472,0.86601686
MUP 272,MUP 543,0.8461702
MUP 272,MUP 443,0.8457742
MUP 272,MUP 442,0.8390943999999999
MUP 272,MUP 450,0.8246131
MUP 551,MUP 751,0.6428862
MUP 551,MUP 581,0.6350671999999999
MUP 551,MUP 587,0.6210156
MUP 551,MUP 576,0.61627877
MUP 551,ARE 440,0.59608114
MUP 551,MUP 570,0.59155864
MUP 582,MET 443,0.61832845
MUP 582,MET 514,0.61832845
MUP 582,SMC 562,0.60944843
MUP 582,MUP 587,0.60922337
MUP 582,MUP 586,0.5713511
MUP 582,MET 442,0.5505285
MUP 783,MUP 784,0.86073613
MUP 783,MET 484,0.86073613
MUP 783,ARE 784,0.86073613
MUP 783,HHE 584,0.86073613
MUP 783,BUS 484,0.86073613
MUP 783,ARE 584,0.86073613
MUS 790,DNP 690,0.99999976
MUS 790,UET 590,0.99999976
MUS 790,CEN 790,0.99999976
MUS 790,ASB 690,0.99999976
MUS 790,ASB 590,0.99999976
MUS 790,IDN 590,0.99999976
NLM 599,MET 599,1.0
NLM 599,TWC 599,1.0
NLM 599,EDP 599,1.0
NLM 599,DSC 599,1.0
NLM 599,PLB 599,1.0
NLM 599,SLB 599,1.0
NTR 525,NTR 553,0.8819943000000001
NTR 525,NTR 537,0.8632790000000001
NTR 525,NTR 546,0.8625455
NTR 525,NTR 529,0.85271716
NTR 525,NTR 535,0.8025642
NTR 525,NTR 550,0.7986842
NUR 352,NUR 336 (LAB),0.94835186
NUR 352,NUR 346 (LAB),0.9100239
NUR 352,NUR 420,0.8772025
NUR 352,NUR 476,0.8637687
NUR 352,NUR 447 (LAB),0.84696114
NUR 352,NUR 323 (LAB),0.82669145
NUR 631,TSS 505,0.8611360999999998
NUR 631,IBC 728,0.84528434
NUR 631,ASB 510,0.84488535
NUR 631,SSH 510,0.84488535
NUR 631,TSS 504,0.8326465000000001
NUR 631,HCR 571,0.82736504
OGL 298,STP 298,1.0
OGL 298,RDG 298,1.0
OGL 298,HON 298,1.0
OGL 298,MTC 298,1.0
OGL 298,MUP 298,1.0
OGL 298,TGM 492,0.8824201999999999
OGL 482,THP 527,0.88762724
OGL 482,ART 501,0.88448286
OGL 482,MCO 517,0.88131344
OGL 482,SOS 232,0.87994623
OGL 482,MGT 501,0.8782705
OGL 482,THP 330,0.87150925
PAF 484,MIC 584,1.0000002000000001
PAF 484,HSE 584,1.0000002000000001
PAF 484,CHM 584,1.0000002000000001
PAF 484,NEW 484,1.0000002000000001
PAF 484,HCR 484,1.0000002000000001
PAF 484,PSY 484,1.0000002000000001
PAF 501,POS 671,0.8719661
PAF 501,POS 672,0.8719661
PAF 501,HSD 601,0.8719661
PAF 501,IAS 406,0.8692525
PAF 501,PHI 406,0.8692525
PAF 501,FOR 406,0.8692525
PAF 504,DBA 701,0.89568996
PAF 504,ECN 470,0.89200157
PAF 504,TGM 524,0.88147104
PAF 504,ECN 414,0.8780546
PAF 504,ECN 715,0.87658036
PAF 504,PAF 570,0.8656099
PHI 337,PHI 338,0.79087865
PHI 337,PHI 501,0.7803962
PHI 337,POS 475,0.7799972
PHI 337,ISS 504,0.74905133
PHI 337,OGL 345,0.72863865
PHI 337,PHI 530,0.72742486
PHI 560,PHI 570,0.9579513000000001
PHI 560,PHI 587,0.9136001
PHI 560,PHI 566,0.9072800999999999
PHI 560,HPS 313,0.87193465
PHI 560,PHI 572,0.8636224
PHI 560,COM 222,0.8576360000000001
PHI 598,NUR 598,1.0000001
PHI 598,SDO 598,1.0000001
PHI 598,ASM 598,1.0000001
PHI 598,ARS 598,1.0000001
PHI 598,CON 598,1.0000001
PHI 598,UET 598,1.0000001
PHY 599,MET 599,1.0
PHY 599,JPN 599,1.0
PHY 599,HED 599,1.0
PHY 599,GLG 599,1.0
PHY 599,THP 599,1.0
PHY 599,PSY 599,1.0
PHY 780,PHS 780,0.99999976
PHY 780,SED 580,0.99999976
PHY 780,FSE 780,0.99999976
PHY 780,SER 780,0.99999976
PHY 780,SER 680,0.99999976
PHY 780,SER 580,0.99999976
PLB 300,BIO 303,0.99999994
PLB 300,PLB 407,0.8710338
PLB 300,BIO 419,0.86035395
PLB 300,PLB 519,0.86035395
PLB 300,BIO 519,0.86035395
PLB 300,BIO 321 (LAB),0.8293647
PLB 584,CIS 484,1.0000002000000001
PLB 584,RUS 484,1.0000002000000001
PLB 584,THP 684,1.0000002000000001
PLB 584,JPN 484,1.0000002000000001
PLB 584,UET 584,1.0000002000000001
PLB 584,HPS 584,1.0000002000000001
POS 112,SOS 516,0.8103241
POS 112,POS 331,0.79832923
POS 112,STS 260,0.7955258000000001
POS 112,POS 351,0.7903794
POS 112,STS 318,0.7885909000000001
POS 112,POS 636,0.7779594
POS 315,POS 470,0.7656539000000001
POS 315,POS 472,0.7417469
POS 315,AIS 180,0.7342793000000001
POS 315,POS 530,0.7337998
POS 315,MCO 560,0.71978056
POS 315,POS 638,0.7183335
POS 339,STS 318,0.7633369000000001
POS 339,SOS 516,0.762885
POS 339,AIS 522,0.7599956999999999
POS 339,POS 486,0.74540794
POS 339,TSS 502,0.74411595
POS 339,SGS 441,0.7410728
POS 354,GAP 10,0.7708744000000001
POS 354,GAP 11,0.7679706999999999
POS 354,GAP 21,0.7642446999999999
POS 354,GAP 12,0.7632599
POS 354,GAP 35,0.7599781999999999
POS 354,GAP 22,0.7582966999999999
POS 414,TSS 506,0.81834567
POS 414,MCO 722,0.817225
POS 414,MCO 456,0.8151681
POS 414,MGT 411,0.8097161
POS 414,MCO 546,0.80894625
POS 414,TGM 576,0.80768645
POS 426,SCM 385,0.76122975
POS 426,SOS 385,0.76122975
POS 426,TGM 576,0.742905
POS 426,SGS 502,0.7361033
POS 426,SOS 527,0.7358991
POS 426,SOS 546,0.7320196999999999
POS 467,TGM 577,0.8562061
POS 467,STS 329,0.8533596999999999
POS 467,SGS 502,0.8525405
POS 467,TGM 537,0.8204353000000001
POS 467,TGM 575,0.7999724
POS 467,POS 570,0.7988420999999999
POS 664,SGS 370,0.76709116
POS 664,SGS 341,0.7601156
POS 664,MCO 430,0.75731933
POS 664,SGS 325,0.75670934
POS 664,ARS 436,0.75111043
POS 664,MGT 300,0.72015554
PPE 535,PPE 586,0.8496562
PPE 535,PPE 551,0.7517729000000001
PPE 535,PPE 570,0.70558715
PPE 535,CSM 335,0.7052116
PPE 535,PPE 568,0.70214224
PPE 535,PPE 565,0.6980469
PPE 599,MET 599,1.0
PPE 599,MUP 599,1.0
PPE 599,RDG 599,1.0
PPE 599,CDE 599,1.0
PPE 599,MCE 599,1.0
PPE 599,JPN 599,1.0
PRM 401,CSM 401,0.9999998999999999
PRM 401,CRD 401,0.9999998999999999
PRM 401,MGT 300,0.86847067
PRM 401,NLM 430,0.8545113000000001
PRM 401,BIS 300,0.83976626
PRM 401,SWG 681,0.83791673
PRM 484,CED 784,1.0000002000000001
PRM 484,CHM 584,1.0000002000000001
PRM 484,AME 784,1.0000002000000001
PRM 484,AME 684,1.0000002000000001
PRM 484,CHI 684,1.0000002000000001
PRM 484,CHI 784,1.0000002000000001
PSB 540,PSB 563,0.86240256
PSB 540,SPE 565,0.8566215
PSB 540,SPE 568,0.8510839
PSB 540,SPE 562,0.8378796999999999
PSB 540,SPE 531,0.83271444
PSB 540,SPE 566,0.8239291999999999
PSB 573,HSE 520,0.86193657
PSB 573,PSY 560,0.8361704
PSB 573,PSY 360,0.83531415
PSB 573,HSE 540,0.8314564
PSB 573,IBC 609,0.8108033
PSB 573,SPE 566,0.8087970999999999
PSY 420,PSY 306,0.90762985
PSY 420,PSY 572,0.8959584999999999
PSY 420,PSY 341,0.8931589
PSY 420,PSY 550,0.87726474
PSY 420,PSY 562,0.8626696
PSY 420,SMC 562,0.8626696
PSY 451,CDE 356,0.76046336
PSY 451,PSY 461,0.7346977
PSY 451,PSY 550,0.73005855
PSY 451,MCE 548,0.7300575
PSY 451,STP 429,0.72125745
PSY 451,CAP 340,0.7183391
PSY 678,CAP 320,0.8117861999999999
PSY 678,CAP 342,0.80734247
PSY 678,CAP 400,0.7806420000000001
PSY 678,EEE 556,0.77371776
PSY 678,STC 530,0.77353096
PSY 678,LSE 542,0.7636156
PUP 485,GPH 485,1.0
PUP 485,POR 485,1.0
PUP 485,GPH 585,0.9284745999999999
PUP 485,PUP 585,0.9284745999999999
PUP 485,SSH 414,0.80044913
PUP 485,SSH 514,0.80044913
PUP 544,PUP 571,0.8985636
PUP 544,SOS 532,0.86007637
PUP 544,SOS 323,0.86007637
PUP 544,PUP 548,0.8510486999999999
PUP 544,PUP 642,0.8429817
PUP 544,PUP 573,0.8364328000000001
PUP 579,SGS 503,0.8757451999999999
PUP 579,PSY 540,0.87130195
PUP 579,CIS 510,0.8619832000000001
PUP 579,SWG 519,0.85986114
PUP 579,PSY 517,0.8596324000000001
PUP 579,TGM 554,0.85938764
RDG 563,RDG 572,0.7917001
RDG 563,ARE 486,0.68383646
RDG 563,TSS 612,0.6120349
RDG 563,ARE 690,0.6055689999999999
RDG 563,MUP 790,0.6055689999999999
RDG 563,CEN 590,0.6055689999999999
RDG 595,CEN 795,0.9999998999999999
RDG 595,ARE 695,0.9999998999999999
RDG 595,BUS 595,0.9999998999999999
RDG 595,CEN 595,0.9999998999999999
RDG 595,TSS 795,0.9999998999999999
RDG 595,ARE 795,0.9999998999999999
RDG 700,TSS 700,0.99999976
RDG 700,BUS 700,0.99999976
RDG 700,MUP 500,0.99999976
RDG 700,ELS 700,0.99999976
RDG 700,MUP 700,0.99999976
RDG 700,MUP 600,0.99999976
RED 580,ASM 580,0.99999976
RED 580,WPC 580,0.99999976
RED 580,ASM 780,0.99999976
RED 580,CEN 580,0.99999976
RED 580,LSE 680,0.99999976
RED 580,SED 780,0.99999976
REL 346,REL 357,0.90192324
REL 346,REL 356,0.8574290000000001
REL 346,REL 354,0.8563639000000001
REL 346,KOR 354,0.8563639000000001
REL 346,REL 348,0.84849745
REL 346,REL 352,0.8453933000000001
RUS 494,FRE 294,1.0
RUS 494,ART 494,1.0
RUS 494,FMP 394,1.0
RUS 494,FRE 194,1.0
RUS 494,WST 194,0.9999998999999999
RUS 494,EEE 194,0.9999998999999999
RUS 498,ART 498,1.0000001
RUS 498,POS 498,1.0
RUS 498,WST 498,1.0
RUS 498,FMP 498,1.0
RUS 498,BUS 498,1.0
RUS 498,PSY 498,1.0
SAO 598,SLC 598,1.0000001
SAO 598,AFR 598,1.0000001
SAO 598,AMT 598,1.0000001
SAO 598,SOS 598,1.0000001
SAO 598,SEM 598,1.0000001
SAO 598,BUE 598,1.0000001
SBS 300,PSY 101,0.84333116
SBS 300,IBC 612,0.83717614
SBS 300,UNI 270,0.8332436
SBS 300,CAP 400,0.83236104
SBS 300,ECD 323,0.8297126
SBS 300,SPE 509,0.82880294
SCM 791,MET 591,1.0000002000000001
SCM 791,SLB 591,1.0000001
SCM 791,ESS 791,1.0000001
SCM 791,MGT 791,1.0000001
SCM 791,CEN 591,1.0000001
SCM 791,STC 591,1.0000001
SED 511,GAP 11,0.89902145
SED 511,GAP 12,0.89872354
SED 511,SPE 538,0.8748181999999999
SED 511,RDG 531,0.8748181999999999
SED 511,RDG 532,0.86852795
SED 511,GAP 10,0.86643934
SED 579,SPE 579,0.97063315
SED 579,SPE 578,0.80294013
SED 579,RUS 191,0.7835441999999999
SED 579,PUP 191,0.7835441999999999
SED 579,RDG 191,0.7835441999999999
SED 579,OMT 191,0.7835441999999999
SER 590,ASB 590,0.99999976
SER 590,CED 690,0.99999976
SER 590,EEE 790,0.99999976
SER 590,AST 790,0.99999976
SER 590,ADE 590,0.99999976
SER 590,CED 590,0.99999976
SES 411,ALT 410,0.7528814
SES 411,EEE 465,0.74652874
SES 411,PLB 502,0.73917115
SES 411,SOC 586,0.73734045
SES 411,ALT 535,0.7337215
SES 411,GPH 413,0.7335242
SGS 101,SGS 343,0.7711051
SGS 101,SGS 202,0.735023
SGS 101,SGS 240,0.68626755
SGS 101,SGS 301,0.68550676
SGS 101,SGS 107,0.6689111999999999
SGS 101,SGS 303,0.6548935
SHS 360,CDE 244,0.9067860000000001
SHS 360,CAP 420,0.88295335
SHS 360,PSB 578,0.86897457
SHS 360,DNP 643,0.8685485999999999
SHS 360,SHS 550,0.856712
SHS 360,DNP 677,0.8526693999999999
SHS 580,ANB 680,0.99999976
SHS 580,ESS 680,0.99999976
SHS 580,SWG 680,0.99999976
SHS 580,CEN 580,0.99999976
SHS 580,EMS 580,0.99999976
SHS 580,ESS 780,0.99999976
SLC 444,GRK 444,0.9999995999999999
SLC 444,GRK 223,0.8201487
SLC 444,GRK 142,0.8021741
SLC 444,GRK 347,0.79736936
SLC 444,GRK 221,0.7806861999999999
SLC 444,GRK 346,0.77417755
SLC 484,HHE 584,1.0000002000000001
SLC 484,ARE 784,1.0000002000000001
SLC 484,ARS 584,1.0000002000000001
SLC 484,MET 484,1.0000002000000001
SLC 484,ARE 584,1.0000002000000001
SLC 484,ART 584,1.0000002000000001
SLC 557,RDG 525,0.8426415999999999
SLC 557,SLC 596,0.8084481
SLC 557,ART 244,0.78128254
SLC 557,ART 345,0.7784114000000001
SLC 557,RDG 322,0.7669077
SLC 557,MCO 566,0.7666069999999999
SOC 298,OGL 298,1.0
SOC 298,STP 298,1.0
SOC 298,MTC 298,1.0
SOC 298,RDG 298,1.0
SOC 298,HON 298,1.0
SOC 298,MUP 298,1.0
SOC 356,POS 354,0.99731207
SOC 356,GAP 10,0.77767503
SOC 356,GAP 11,0.7753843
SOC 356,GAP 12,0.770972
SOC 356,PSY 384,0.7626134
SOC 356,GPE 10,0.7602378000000001
SOC 455,SOS 456,0.9999998
SOC 455,SOS 656,0.9999998
SOC 455,SOS 429,0.8337810999999999
SOC 455,SOS 528,0.8337810999999999
SOC 455,SGS 330,0.82576275
SOC 455,SOS 434,0.81637263
SOC 460,CDE 534,0.79939747
SOC 460,CDE 533,0.7830533000000001
SOC 460,SOS 300,0.7782246
SOC 460,CDE 337,0.77498853
SOC 460,PSY 344,0.7721678000000001
SOC 460,MGT 520,0.77159417
SOS 232,HON 447,0.87192637
SOS 232,SOS 511,0.86719126
SOS 232,SOS 558,0.86293924
SOS 232,MCO 517,0.86070704
SOS 232,TGM 581,0.8605533000000001
SOS 232,TGM 547,0.85332716
SOS 380,AIS 385,1.0
SOS 380,TGM 204,0.8333698
SOS 380,TGM 531,0.83019954
SOS 380,SOS 511,0.8260474
SOS 380,MGT 540,0.8243249
SOS 380,SOS 582,0.8235100000000001
SOS 531,SOS 545,0.8061378
SOS 531,SOS 582,0.7774246
SOS 531,MCO 555,0.77501416
SOS 531,MGT 422,0.77106464
SOS 531,SOS 558,0.7703085999999999
SOS 531,SOS 573,0.74926627
SOS 540,ESS 540,1.0000001
SOS 540,STP 581,0.90663505
SOS 540,PSY 231,0.8949208000000001
SOS 540,MCO 536,0.8918616
SOS 540,PSY 540,0.8708214
SOS 540,LSE 542,0.8692093000000001
SPA 534,SPA 568,0.8286771999999999
SPA 534,SPA 588,0.81660116
SPA 534,SPA 569,0.81450653
SPA 534,LAS 480,0.80021155
SPA 534,SPA 582,0.7996882
SPA 534,ITA 321,0.7982739999999999
SPE 404,GAP 47,0.9018295000000001
SPE 404,GAP 46,0.9013220999999999
SPE 404,SLC 596,0.8846417999999999
SPE 404,GAP 30,0.8817209999999999
SPE 404,GAP 42,0.87435776
SPE 404,GPE 96,0.8703820999999999
SPE 417,SPE 576,0.89697516
SPE 417,SPE 506,0.88990104
SPE 417,SPE 578,0.86342436
SPE 417,PPE 567,0.8611171000000001
SPE 417,PPE 396,0.8611171000000001
SPE 417,PPE 397,0.8541107
SPE 484,MLS 584,1.0000002000000001
SPE 484,PSY 584,1.0000002000000001
SPE 484,HON 484,1.0000002000000001
SPE 484,EDP 584,1.0000002000000001
SPE 484,MTC 684,1.0000002000000001
SPE 484,AIS 484,1.0000002000000001
SPE 502,RDG 525,0.84562725
SPE 502,SLC 201,0.8281426
SPE 502,SPE 563,0.8026770000000001
SPE 502,PSY 320,0.7903935000000001
SPE 502,RDG 413,0.78893644
SPE 502,SLC 557,0.7867864999999999
SPE 555,RDG 413,0.86135125
SPE 555,PPE 451,0.84212804
SPE 555,SPE 576,0.83732677
SPE 555,PPE 340,0.83529603
SPE 555,EDP 523,0.83338445
SPE 555,EDP 504,0.8321759
SPF 792,CEN 792,1.0000001
SPF 792,BMI 792,1.0000001
SPF 792,BLE 792,1.0000001
SPF 792,SOS 792,1.0000001
SPF 792,REL 792,1.0000001
SPF 792,AFR 792,1.0000001
STS 493,MTC 493,0.9999998999999999
STS 493,MCE 493,0.9999998999999999
STS 493,SLC 493,0.9999998999999999
STS 493,JPN 493,0.9999998999999999
STS 493,CAP 493,0.9999998999999999
STS 493,SGS 493,0.9999998999999999
SWG 533,SWU 374,0.8886318999999999
SWG 533,MLS 501,0.77485687
SWG 533,SWU 182,0.7680056
SWG 533,SWU 432,0.7677972
SWG 533,SWU 463,0.76756024
SWG 533,WST 475,0.7582582
SWU 321,PSY 351,0.7777433000000001
SWU 321,MCO 536,0.77098393
SWU 321,MGT 550,0.7574936999999999
SWU 321,SOS 540,0.75644004
SWU 321,ESS 540,0.75644004
SWU 321,TGM 547,0.75365233
SWU 374,SOC 270,0.7187285
SWU 374,SWU 432,0.714646
SWU 374,HCD 422,0.6714574999999999
SWU 374,SWU 463,0.66801476
SWU 374,SOC 342,0.65785694
SWU 374,SWU 474,0.65776837
SWU 416,SWU 418,0.7752998000000001
SWU 416,MGT 550,0.74804467
SWU 416,CAP 420,0.7464861999999999
SWU 416,CAP 342,0.7406633
SWU 416,SOC 461,0.7364408
SWU 416,CAP 315,0.7349241
SWU 463,SWU 474,0.82477194
SWU 463,SLC 465,0.8230152000000001
SWU 463,SOC 523,0.8167930999999999
SWU 463,TSS 612,0.81673574
SWU 463,STS 235,0.80951416
SWU 463,TGM 540,0.80816495
TAM 530,PSY 540,0.93257344
TAM 530,SOC 510,0.89607614
TAM 530,STP 540,0.88996744
TAM 530,PSY 231,0.88567424
TAM 530,PSY 517,0.88325703
TAM 530,BIO 614,0.87694347
TCL 275,ASB 275,1.0000002000000001
TCL 275,SLC 201,0.9244800999999999
TCL 275,TSS 614,0.89737296
TCL 275,ASB 380,0.87372327
TCL 275,COM 309,0.86506903
TCL 275,COM 407,0.8613579
TCL 352,FMS 352,1.0000002000000001
TCL 352,FMS 475,0.83713436
TCL 352,SLC 475,0.83713436
TCL 352,TCL 471,0.83117914
TCL 352,FMS 471,0.83117914
TCL 352,FMS 466,0.81623614
TDM 550,CON 448,0.89741015
TDM 550,ENT 447,0.8962046
TDM 550,HON 447,0.8962046
TDM 550,SOS 522,0.88703716
TDM 550,EMS 503,0.88145185
TDM 550,ENT 440,0.87463814
TEL 505,EDA 505,1.0000002000000001
TEL 505,SPE 575,0.8324822000000001
TEL 505,HED 510,0.8304101
TEL 505,ETH 310,0.8039664000000001
TEL 505,SLB 581,0.7949245
TEL 505,HED 649,0.7942201999999999
TEL 703,EDA 703,1.0
TEL 703,ECD 321,0.8930235999999999
TEL 703,ECS 321,0.8930235999999999
TEL 703,EDP 514,0.8751519
TEL 703,SPE 502,0.8662238000000001
TEL 703,EDP 310,0.8600893000000001
TEM 480,ERM 480,0.8957951999999999
TEM 480,FSE 201,0.8882117
TEM 480,HON 447,0.8739786
TEM 480,TEM 481,0.86950046
TEM 480,MCO 439,0.8694793
TEM 480,MCO 566,0.86807895
TEM 494,ART 494,1.0
TEM 494,DAH 494,1.0
TEM 494,FMP 394,1.0
TEM 494,DAH 294,1.0
TEM 494,RUS 294,1.0
TEM 494,RUS 194,1.0
TGM 508,TGM 572,0.8424578000000001
TGM 508,TGM 548,0.8314714
TGM 508,SGS 310,0.83063537
TGM 508,TGM 510,0.80451405
TGM 508,TGM 551,0.8035760999999999
TGM 508,TGM 530,0.8016951
TGM 511,TGM 529,0.8879309000000001
TGM 511,TGM 521,0.8835371999999999
TGM 511,TGM 525,0.83983564
TGM 511,TGM 522,0.8197299000000001
TGM 511,TGM 527,0.8182125
TGM 511,TGM 512,0.8145031999999999
TGM 521,TGM 531,0.8938823
TGM 521,TGM 525,0.891308
TGM 521,TGM 529,0.8680146000000001
TGM 521,TGM 527,0.8427589
TGM 521,MCO 556,0.83760583
TGM 521,TGM 597,0.82805264
